experiment_id,task_name,problem_type,owner,method_name,model_key,tuned_param,param_value,repeat,random_seed,train_mse,train_rmse,train_mae,train_r2,test_mse,test_rmse,test_mae,test_r2
regression_years_decision_tree_max_depth,regression_years,regression,person2,decision_tree,decision_tree_regression,max_depth,3,1,42,195.9661341537497,13.99879045324094,12.108404774305107,0.005056928740162059,200.16535973369156,14.147980765243199,12.209707640673395,-0.0021107480538480328
regression_years_decision_tree_max_depth,regression_years,regression,person2,decision_tree,decision_tree_regression,max_depth,3,2,43,195.9661341537497,13.99879045324094,12.108404774305107,0.005056928740162059,200.16535973369156,14.147980765243199,12.209707640673395,-0.0021107480538480328
regression_years_decision_tree_max_depth,regression_years,regression,person2,decision_tree,decision_tree_regression,max_depth,3,3,44,195.9661341537497,13.99879045324094,12.108404774305107,0.005056928740162059,200.16535973369156,14.147980765243199,12.209707640673395,-0.0021107480538480328
regression_years_decision_tree_max_depth,regression_years,regression,person2,decision_tree,decision_tree_regression,max_depth,5,1,42,192.93833987083337,13.89022461556448,11.985436150800059,0.020429395804416273,204.1069348588724,14.286599835470733,12.296608405723967,-0.021843906690589776
regression_years_decision_tree_max_depth,regression_years,regression,person2,decision_tree,decision_tree_regression,max_depth,5,2,43,192.93833987083337,13.89022461556448,11.985436150800059,0.020429395804416273,204.1069348588724,14.286599835470733,12.296608405723967,-0.021843906690589776
regression_years_decision_tree_max_depth,regression_years,regression,person2,decision_tree,decision_tree_regression,max_depth,5,3,44,192.93833987083337,13.89022461556448,11.985436150800059,0.020429395804416273,204.1069348588724,14.286599835470733,12.296608405723967,-0.021843906690589776
regression_years_decision_tree_max_depth,regression_years,regression,person2,decision_tree,decision_tree_regression,max_depth,10,1,42,150.12015506289077,12.252353041881006,9.952280401934155,0.23782234730879015,251.09085679157374,15.845846673231877,13.301027011949401,-0.2570648920655032
regression_years_decision_tree_max_depth,regression_years,regression,person2,decision_tree,decision_tree_regression,max_depth,10,2,43,150.0751199438432,12.250515088919453,9.951414925743677,0.238050995895717,250.0441749975734,15.812785175217345,13.273783000405391,-0.25182476921429897
regression_years_decision_tree_max_depth,regression_years,regression,person2,decision_tree,decision_tree_regression,max_depth,10,3,44,150.07703661050982,12.250593316672862,9.95199825907701,0.23804126475401688,249.70055485868454,15.801916176802248,13.252291333738725,-0.25010446438789735
regression_years_decision_tree_max_depth,regression_years,regression,person2,decision_tree,decision_tree_regression,max_depth,20,1,42,5.809072504058442,2.4102017558823663,0.5522269570707071,0.97050665686029,411.68890516298734,20.29011841175372,16.478585082972582,-1.0610852810258247
regression_years_decision_tree_max_depth,regression_years,regression,person2,decision_tree,decision_tree_regression,max_depth,20,2,43,5.8222600040584425,2.412935971810782,0.5529352904040404,0.9704397023744606,410.8382046074319,20.269144150837548,16.528135082972582,-1.0568263214774207
regression_years_decision_tree_max_depth,regression_years,regression,person2,decision_tree,decision_tree_regression,max_depth,20,3,44,5.805676670725108,2.409497182136785,0.5516852904040405,0.9705238979048243,418.1715401629874,20.449243021759692,16.670868416305915,-1.093540038521593
