param_value,repeat,random_seed,train_mse,train_rmse,train_mae,train_r2,test_mse,test_rmse,test_mae,test_r2
0.01,2.0,43.0,195.571727169049,13.984696177216328,12.107213309776128,0.007059379308363867,199.9465625542026,14.140246198500313,12.202136079056652,-0.0010153586942631687
0.05,2.0,43.0,192.0417468086256,13.857912786874712,11.98492858259244,0.024981504049218506,200.82235396561973,14.171180401279905,12.217661415216655,-0.0053999334658518805
0.1,2.0,43.0,189.0844643178863,13.750798679272643,11.88241634970118,0.03999597446588021,201.7894320135757,14.2052607161423,12.2488515138686,-0.010241526973105097
0.2,2.0,43.0,184.2527347830613,13.573972697153229,11.706707732725258,0.06452723260206428,204.9127227169263,14.314772883875117,12.339949906194123,-0.025878014661526505
