experiment_id,task_name,problem_type,owner,method_name,model_key,tuned_param,param_value,repeat,random_seed,train_mse,train_rmse,train_mae,train_r2,test_mse,test_rmse,test_mae,test_r2
regression_years_gradient_boosting_learning_rate,regression_years,regression,person3,gradient_boosting,gradient_boosting_regression,learning_rate,0.01,1,42,195.57172716904898,13.984696177216328,12.107213309776128,0.007059379308363867,199.94656255420256,14.140246198500313,12.202136079056652,-0.0010153586942631687
regression_years_gradient_boosting_learning_rate,regression_years,regression,person3,gradient_boosting,gradient_boosting_regression,learning_rate,0.01,2,43,195.57172716904898,13.984696177216328,12.107213309776128,0.007059379308363867,199.94656255420256,14.140246198500313,12.202136079056652,-0.0010153586942631687
regression_years_gradient_boosting_learning_rate,regression_years,regression,person3,gradient_boosting,gradient_boosting_regression,learning_rate,0.01,3,44,195.57172716904898,13.984696177216328,12.107213309776128,0.007059379308363867,199.94656255420256,14.140246198500313,12.202136079056652,-0.0010153586942631687
regression_years_gradient_boosting_learning_rate,regression_years,regression,person3,gradient_boosting,gradient_boosting_regression,learning_rate,0.05,1,42,192.0417468086256,13.85791278687471,11.984928582592442,0.024981504049218506,200.8223539656197,14.171180401279905,12.217661415216657,-0.0053999334658518805
regression_years_gradient_boosting_learning_rate,regression_years,regression,person3,gradient_boosting,gradient_boosting_regression,learning_rate,0.05,2,43,192.0417468086256,13.85791278687471,11.984928582592442,0.024981504049218506,200.8223539656197,14.171180401279905,12.217661415216655,-0.0053999334658518805
regression_years_gradient_boosting_learning_rate,regression_years,regression,person3,gradient_boosting,gradient_boosting_regression,learning_rate,0.05,3,44,192.0417468086256,13.85791278687471,11.984928582592442,0.024981504049218506,200.8223539656197,14.171180401279905,12.217661415216655,-0.0053999334658518805
regression_years_gradient_boosting_learning_rate,regression_years,regression,person3,gradient_boosting,gradient_boosting_regression,learning_rate,0.1,1,42,189.08446431788633,13.750798679272645,11.882416349701177,0.03999597446588021,201.7894320135757,14.205260716142302,12.248851513868598,-0.010241526973105097
regression_years_gradient_boosting_learning_rate,regression_years,regression,person3,gradient_boosting,gradient_boosting_regression,learning_rate,0.1,2,43,189.08446431788633,13.750798679272645,11.882416349701177,0.03999597446588021,201.7894320135757,14.205260716142302,12.2488515138686,-0.010241526973105097
regression_years_gradient_boosting_learning_rate,regression_years,regression,person3,gradient_boosting,gradient_boosting_regression,learning_rate,0.1,3,44,189.08446431788633,13.750798679272645,11.882416349701177,0.03999597446588021,201.7894320135757,14.205260716142302,12.248851513868598,-0.010241526973105097
regression_years_gradient_boosting_learning_rate,regression_years,regression,person3,gradient_boosting,gradient_boosting_regression,learning_rate,0.2,1,42,184.25273478306127,13.573972697153227,11.70670773272526,0.06452723260206428,204.9127227169263,14.314772883875117,12.339949906194123,-0.025878014661526505
regression_years_gradient_boosting_learning_rate,regression_years,regression,person3,gradient_boosting,gradient_boosting_regression,learning_rate,0.2,2,43,184.25273478306127,13.573972697153227,11.706707732725258,0.06452723260206428,204.9127227169263,14.314772883875117,12.339949906194123,-0.025878014661526505
regression_years_gradient_boosting_learning_rate,regression_years,regression,person3,gradient_boosting,gradient_boosting_regression,learning_rate,0.2,3,44,184.25273478306127,13.573972697153227,11.70670773272526,0.06452723260206428,204.9127227169263,14.314772883875117,12.339949906194123,-0.025878014661526505
